Seed_ID,timestamp,Soil humidity 1,Irrigation field 1,Soil humidity 2,Irrigation field 2,Soil humidity 3,Irrigation field 3,Soil humidity 4,Irrigation field 4,Air temperature (C),Air humidity (%),Pressure (KPa),Wind speed (Km/h),Wind gust (Km/h),Wind direction (Deg),Soil_nutrient_levels,Place,Region,Average_Rainfall,Soil_Moisture,Seedling_growth_rate,Seed_viability,Seed_germination_rate,Soil_texture
151,2/23/2019 12:30,64.38,1,50.64,0,-10.86,0,28.14,1,37.36,3.8,101.46,11.09,58.54,315,94105,TIRUCHIRAPPALLI,TAMIL NADU,236,236,909,173,38,33
152,2/23/2019 12:35,64.43,1,50.54,0,-11,0,28.15,1,37.69,3.72,101.45,10.94,63.55,315,94107,HERBERTPUR,UTTARAKHAND,228,258,779,174,38,20
153,2/23/2019 12:40,64.48,1,50.44,0,-11.14,0,28.16,1,38.02,3.65,101.44,10.8,68.57,315,0,BENGALURU,KARNATAKA,229,235,487,175,38,22
154,2/23/2019 12:45,64.53,1,50.33,0,-11.27,0,28.17,1,37.6,3.51,101.43,11.67,52.46,315,94104,bangalore,KARNATAKA,232,233,1364,176,38,52
155,2/23/2019 12:50,64.58,1,50.23,0,-11.41,0,28.19,1,37.17,3.38,101.42,12.54,36.36,315,94103,KALAMASSERY,KERALA,232,244,779,177,38,15
156,2/23/2019 12:55,64.62,1,50.13,0,-11.55,0,28.2,1,36.66,3.75,101.41,12.84,33.37,315,94105,Puri-2,ODISHA,236,236,617,178,38,25
157,2/23/2019 13:00,64.67,1,50.03,0,-11.68,0,28.21,1,36.15,4.12,101.4,13.15,30.38,315,94103,TIKABALI,ODISHA,239,240,1234,179,38,14
158,2/23/2019 13:05,64.72,1,49.92,0,-11.82,0,28.22,1,35.44,4.32,101.38,13.8,36.62,315,94103,BIHARSHARIF,BIHAR,243,244,877,180,38,24
159,2/23/2019 13:10,64.77,1,49.82,0,-11.95,0,28.23,1,34.72,4.53,101.37,14.45,42.86,315,95110,HYDERABAD,TELANGANA,234,245,1494,181,37,16
160,2/23/2019 13:15,64.82,1,49.72,0,-12.09,0,28.24,1,34.78,4.85,101.36,13.8,39.08,315,94588,PARAVUR,KERALA,232,236,1364,182,38,48
161,2/23/2019 13:20,64.86,1,49.62,0,-12.23,0,28.25,1,34.85,5.17,101.35,13.14,35.29,315,94107,BASTI,UTTAR PRADESH,236,239,1039,183,38,36
162,2/23/2019 13:25,64.91,1,49.51,0,-12.36,0,28.26,1,34.93,4.87,101.34,13.9,42.14,315,94103,WALAJAPET,TAMIL NADU,236,239,714,184,38,19
163,2/23/2019 13:30,64.96,1,49.41,0,-12.5,0,28.27,1,35.01,4.57,101.34,14.65,48.98,315,94085,Dimapur,NAGALAND,234,237,1299,185,37,43
164,2/23/2019 13:35,65.01,1,49.31,0,-12.64,0,28.28,1,35.45,4.49,101.33,13.24,46.71,315,94107,Bengaluru,KARNATAKA,236,236,454,186,38,32
165,2/23/2019 13:40,65.05,1,49.21,0,-12.77,0,28.29,1,35.89,4.4,101.32,11.84,44.44,315,94103,Mahendragarh,HARYANA,249,254,779,187,38,54
166,2/23/2019 13:45,65.1,1,49.1,0,-12.91,0,28.3,1,36.3,3.99,101.32,11.87,37.6,315,10012,WALAJAPET,TAMIL NADU,246,254,454,188,41,33
167,2/23/2019 13:50,65.15,1,49,0,-13.05,0,28.31,1,36.71,3.57,101.31,11.9,30.77,315,94111,HYDERABAD,TELANGANA,258,260,324,189,38,21
168,2/23/2019 13:55,65.2,1,48.97,0,-13.18,0,28.32,1,36.77,3.71,101.3,12.14,28.57,315,94063,HYDERABAD,TELANGANA,268,275,324,190,38,33
169,2/23/2019 14:00,65.25,1,48.95,0,-13.32,0,28.33,1,36.83,3.85,101.3,12.38,26.37,315,94105,GREATER NOIDA,UTTAR PRADESH,268,282,389,191,38,28
170,2/23/2019 14:05,65.29,1,48.92,0,-13.45,0,28.34,1,36.7,3.97,101.28,11.98,33.88,315,94104,New Delhi,DELHI,265,273,422,192,38,23
171,2/23/2019 14:10,65.34,1,48.9,0,-13.59,0,28.35,1,36.56,4.09,101.27,11.59,41.38,315,94103,GURUGRAM,HARYANA,270,276,422,193,38,26
172,2/23/2019 14:15,65.39,1,48.87,0,-13.73,0,28.36,1,36.36,4.35,101.26,11.83,35.88,303.75,94111,BENGALURU,KARNATAKA,270,272,422,194,38,41
173,2/23/2019 14:20,65.44,1,48.85,0,-13.86,0,28.37,1,36.15,4.61,101.25,12.07,30.38,292.5,94107,BENGALURU,KARNATAKA,273,276,584,195,38,2
174,2/23/2019 14:25,65.49,1,48.82,0,-14,0,28.38,1,36.2,4.62,101.24,11.44,29.65,146.25,94612,MUMBAI,MAHARASHTRA,274,275,389,196,38,21
175,2/23/2019 14:30,65.53,1,48.79,0,-14.14,0,28.39,1,36.25,4.63,101.23,10.8,28.92,0,94107,BIJNOR,UTTAR PRADESH,290,290,422,197,38,70
176,2/23/2019 14:35,65.58,1,48.77,0,-14.27,0,28.41,1,36.12,4.7,101.22,11.14,31.86,0,94103,MUMBAI,MAHARASHTRA,291,292,389,198,38,20
177,2/23/2019 14:40,65.63,1,48.74,0,-14.41,0,28.42,1,36,4.77,101.21,11.48,34.8,0,94105,ALLAHABAD,UTTAR PRADESH,292,296,487,199,38,31
178,2/23/2019 14:45,65.68,1,48.72,0,-14.55,0,28.43,1,35.88,4.84,101.2,11.83,37.74,0,94105,VASAI VIRAR,MAHARASHTRA,285,294,519,200,38,8
179,2/23/2019 14:50,65.73,1,48.69,0,-14.68,0,28.44,1,35.75,4.91,101.19,12.17,40.68,0,94041,BENGALURU,KARNATAKA,281,284,617,201,37,5
180,2/23/2019 14:55,65.77,1,48.67,0,-14.82,0,28.45,1,35.59,4.59,101.18,12.04,38.52,0,95032,BIJNOR,UTTAR PRADESH,281,281,617,202,37,45
181,2/23/2019 15:00,65.82,1,48.64,0,-14.95,0,28.46,1,35.43,4.27,101.18,11.9,36.36,0,94111,HYDERABAD,TELANGANA,286,286,649,203,38,37
182,2/23/2019 15:05,65.87,1,48.62,0,-15.09,0,28.47,1,35.48,4.22,101.17,11.88,35.83,0,94102,BENGALURU,KARNATAKA,284,291,649,204,38,24
183,2/23/2019 15:10,65.92,1,48.59,0,-15.23,0,28.48,1,35.52,4.17,101.16,11.85,35.29,0,94105,HYDERABAD,TELANGANA,250,285,617,205,38,55
184,2/23/2019 15:15,65.97,1,48.56,0,-15.36,0,28.49,1,35.52,4.06,101.15,12.25,46.22,0,10016,BENGALURU,KARNATAKA,249,256,649,206,41,18
185,2/23/2019 15:20,66.01,1,48.54,0,-15.5,0,28.5,1,35.52,3.96,101.14,12.65,57.14,0,94108,MANGALURU,KARNATAKA,259,261,617,207,38,36
186,2/23/2019 15:25,66.06,1,48.51,0,-15.64,0,28.51,1,35.42,3.88,101.14,12.48,57.14,0,94103,HYDERABAD,TELANGANA,256,262,357,208,38,59
187,2/23/2019 15:30,66.11,1,48.49,0,-15.77,0,28.52,1,35.33,3.8,101.13,12.31,57.14,0,94104,NEW TOWN,WEST BENGAL,260,260,552,209,38,61
188,2/23/2019 15:35,66.16,1,48.46,0,-15.91,0,28.53,1,35.24,3.98,101.12,12.76,63.86,0,94103,MUMBAI,MAHARASHTRA,262,268,649,210,38,46
189,2/23/2019 15:40,66.21,1,48.44,0,-16.05,0,28.54,1,35.15,4.17,101.11,13.2,70.59,0,94104,MUMBAI,MAHARASHTRA,244,267,747,211,38,29
190,2/23/2019 15:45,66.25,1,48.41,0,-16.18,0,28.55,1,35.34,4.12,101.1,12.52,50.88,0,94105,SAMBHAL,UTTAR PRADESH,237,247,649,212,38,18
191,2/23/2019 15:50,66.3,1,48.38,0,-16.32,0,28.56,1,35.52,4.06,101.1,11.83,31.17,0,6548,NAGPUR,MAHARASHTRA,245,246,422,213,38,20
192,2/23/2019 15:55,66.35,1,48.36,0,-16.45,0,28.57,1,35.53,3.96,101.1,12.03,43.49,0,94105,ELAVANASURKOTTAI,TAMIL NADU,245,249,519,214,38,28
193,2/23/2019 16:00,66.4,1,48.33,0,-16.59,0,28.58,1,35.55,3.87,101.09,12.23,55.81,0,94108,SANGLI MIRAJ KUPWAD,MAHARASHTRA,247,247,422,215,38,26
194,2/23/2019 16:05,66.45,1,48.31,0,-16.73,0,28.59,1,35.4,3.7,101.08,12.08,47.26,0,94103,KALYAN,MAHARASHTRA,241,253,942,216,38,32
195,2/23/2019 16:10,66.49,1,48.28,0,-16.86,0,28.6,1,35.25,3.53,101.08,11.93,38.71,0,10016,MYSURU,KARNATAKA,239,243,779,217,41,18
196,2/23/2019 16:15,66.54,1,48.26,0,-17,0,28.61,1,35.35,3.34,101.06,11.2,41.38,0,94043,ANKLESHWR,Gujarat,243,247,422,218,37,50
197,2/23/2019 16:20,66.59,1,48.23,0,-17.14,0,28.62,1,35.24,2.96,101.06,11.96,36.08,0,94104,Chennai,TAMIL NADU,241,244,812,219,38,47
198,2/23/2019 16:25,66.64,1,48.21,0,-17.27,0,28.64,1,35.13,2.58,101.05,12.72,30.77,0,2134,Greater Noida West,UTTAR PRADESH,245,247,812,220,38,15
199,2/23/2019 16:30,66.68,1,48.18,0,-17.41,0,28.65,1,35.03,2.74,101.05,12.44,30.77,157.5,94107,JAMMU,JAMMU & KASHMIR,252,253,812,221,38,35
200,2/23/2019 16:35,66.73,1,48.15,0,-17.55,0,28.66,1,34.92,2.9,101.05,12.16,30.77,315,94612,BENGALURU,KARNATAKA,251,254,812,222,38,49
201,2/23/2019 16:40,66.78,1,48.13,0,-17.68,0,28.67,1,34.83,2.88,101.04,12.4,35.72,315,94110,ITANAGAR,ARUNACHAL PRADESH,252,254,714,223,38,32
202,2/23/2019 16:45,66.83,1,48.1,0,-17.82,0,28.68,1,34.73,2.86,101.04,12.63,40.68,315,94111,KOLKATA,WEST BENGAL,255,261,714,224,38,63
203,2/23/2019 16:50,66.88,1,48.08,0,-17.95,0,28.69,1,34.74,2.99,101.04,11.54,37.24,315,94105,KARANJA,MAHARASHTRA,252,255,1234,225,38,54
204,2/23/2019 16:55,66.92,1,48.05,0,-18.09,0,28.7,1,34.76,3.12,101.04,10.44,33.8,315,94107,NEW DELHI,DELHI,244,253,1234,226,38,21
205,2/23/2019 17:00,66.97,1,48.03,0,-18.23,0,28.71,1,34.7,3.08,101.04,10.75,30.53,315,94105,NIMBAHERA,RAJASTHAN,239,245,1234,227,38,38
206,2/23/2019 17:05,67.02,1,48,0,-18.36,0,28.72,1,34.63,3.05,101.04,11.06,27.27,315,94107,JAMMU,JAMMU & KASHMIR,233,244,1364,228,38,50
207,2/23/2019 17:10,67.07,1,48.03,1,-18.5,0,28.73,1,34.56,3.1,101.04,11.29,26.82,315,94110,Imphal East,MANIPUR,234,236,1364,229,38,32
208,2/23/2019 17:15,67.12,1,48.05,1,-18.64,0,28.74,1,34.49,3.16,101.04,11.52,26.37,315,94040,BIDHAN NAGAR,WEST BENGAL,233,237,974,230,37,33
209,2/23/2019 17:20,67.16,1,48.08,1,-18.77,0,28.75,1,34.48,3.52,101.04,9.75,25.3,315,94107,BIDHAN NAGAR,WEST BENGAL,222,236,974,231,38,30
210,2/23/2019 17:25,67.21,1,48.1,1,-18.91,0,28.76,1,34.46,3.87,101.04,7.98,24.24,315,94105,BENGALURU,KARNATAKA,216,225,974,232,38,28
211,2/23/2019 17:30,67.26,1,48.13,1,-19.05,0,28.77,1,34.26,3.7,101.04,9.14,31.48,315,94105,AHMEDABAD,Gujarat,219,219,812,233,38,22
212,2/23/2019 17:35,67.31,1,48.15,1,-19.18,0,28.78,1,34.07,3.52,101.04,10.31,38.71,315,94103,TIRUCHIRAPPALLI,TAMIL NADU,224,224,812,234,38,24
213,2/23/2019 17:40,67.36,1,48.18,1,-19.32,0,28.79,1,33.83,3.5,101.04,10.75,43.84,270,94107,BHUBANESWAR,ODISHA,222,229,812,235,38,37
214,2/23/2019 17:45,67.4,1,48.21,1,-19.45,0,28.8,1,33.58,3.48,101.03,11.19,48.98,225,94104,ALIGARH,UTTAR PRADESH,221,223,812,236,38,59
215,2/23/2019 17:50,67.45,1,48.23,1,-19.59,0,28.81,1,33.44,3.6,101.02,10.26,35.7,225,94104,KOCHI,KERALA,222,223,812,237,38,31
216,2/23/2019 17:55,67.5,1,48.26,1,-19.73,0,28.82,1,33.31,3.72,101.02,9.34,22.43,225,94103,GHAZIABAD,UTTAR PRADESH,222,223,812,238,38,25
217,2/23/2019 18:00,67.55,1,48.28,1,-19.86,0,28.83,1,33.13,3.88,101.02,9.44,33.44,225,94104,PUNE,MAHARASHTRA,224,225,779,239,38,38
218,2/23/2019 18:05,67.6,1,48.31,1,-20,0,28.84,1,32.95,4.05,101.02,9.54,44.44,225,94103,PUNE,MAHARASHTRA,233,236,844,240,38,37
219,2/23/2019 18:10,67.64,1,48.33,1,-17.83,1,28.86,1,32.82,4.17,101.02,9.01,39.86,225,5432,Bangalore,KARNATAKA,233,234,942,241,38,44
220,2/23/2019 18:15,67.69,1,48.36,1,-15.67,1,28.87,1,32.69,4.29,101.02,8.48,35.29,225,94111,MALAPPURAM,KERALA,230,236,454,242,38,28
221,2/23/2019 18:20,67.74,1,48.38,1,-13.5,1,28.88,1,32.64,4.14,101.02,8.41,27.82,270,95125,NOIDA,UTTAR PRADESH,226,231,1039,243,37,45
222,2/23/2019 18:25,67.79,1,48.41,1,-11.33,1,28.89,1,32.59,3.98,101.02,8.34,20.34,315,94105,GREATER NOIDA,UTTAR PRADESH,215,226,649,244,38,53
223,2/23/2019 18:30,67.84,1,48.44,1,-9.17,1,28.9,1,32.45,3.94,101.02,8.36,21.34,315,94107,PATNA,BIHAR,218,219,877,245,38,21
224,2/23/2019 18:35,67.88,1,48.46,1,-7,1,28.91,1,32.3,3.9,101.03,8.39,22.35,315,94105,SIBSAGAR,ASSAM,223,229,812,246,38,33
225,2/23/2019 18:40,67.93,1,48.49,1,-4.83,1,28.92,1,32.16,3.86,101.03,8.41,23.36,315,94065,GAYA,BIHAR,223,226,617,247,38,18
226,2/23/2019 18:45,67.98,1,48.51,1,-2.67,1,28.93,1,32.02,3.82,101.03,8.43,24.36,315,94103,BENGALURU,KARNATAKA,225,226,617,248,38,37
227,2/23/2019 18:50,68.03,1,48.54,1,-0.5,1,28.94,1,31.87,3.78,101.04,8.46,25.36,315,679,GURUGRAM,HARYANA,232,236,617,249,38,34
228,2/23/2019 18:55,68.08,1,48.56,1,1.67,1,28.95,1,31.73,3.74,101.04,8.48,26.37,315,94133,GURUGRAM,HARYANA,232,232,649,250,38,46
229,2/23/2019 19:00,68.12,1,48.59,1,3.83,1,28.96,1,31.54,3.86,101.04,8.11,24.78,315,94105,KOLLAM,KERALA,234,235,649,251,38,18
230,2/23/2019 19:05,68.17,1,48.62,1,6,1,28.97,1,31.34,3.99,101.04,7.74,23.18,315,94105,HYDERABAD,TELANGANA,238,240,584,252,38,19
231,2/23/2019 19:10,68.22,1,48.64,1,8.17,1,28.98,1,31.15,4.12,101.04,7.37,21.59,315,94107,PUNE,MAHARASHTRA,232,239,779,253,38,4
232,2/23/2019 19:15,68.27,1,48.67,1,10.33,1,28.99,1,30.96,4.24,101.04,7,20,315,657,PUNE,MAHARASHTRA,229,236,779,254,38,0
233,2/23/2019 19:20,68.32,1,48.69,1,12.5,1,29,1,30.75,4.5,101.04,6.48,17.94,315,94123,PERALASSERI,KERALA,229,230,779,255,38,12
234,2/23/2019 19:25,68.36,1,48.72,1,14.67,1,29.01,1,30.54,4.75,101.05,5.97,15.89,315,94065,BENGALURU,KARNATAKA,236,237,844,256,38,7
235,2/23/2019 19:30,68.41,1,48.74,1,16.83,1,29.02,1,30.44,4.79,101.06,6.2,14.76,270,94612,BENGALURU,KARNATAKA,240,244,844,257,38,34
236,2/23/2019 19:35,68.46,1,48.77,1,19,1,29.03,1,30.35,4.83,101.06,6.44,13.64,225,94103,BENGALURU,KARNATAKA,239,242,877,258,38,10
237,2/23/2019 19:40,68.51,1,48.79,1,21.17,1,29.04,1,30.13,5.22,101.08,5.85,17.63,270,94110,BENGALURU,KARNATAKA,239,240,877,259,38,0
238,2/23/2019 19:45,68.55,1,48.82,1,23.33,1,29.05,1,29.91,5.61,101.09,5.25,21.62,315,94063,UDUPI,KARNATAKA,240,242,877,260,37,14
239,2/23/2019 19:50,68.6,1,48.85,1,25.5,1,29.06,1,29.58,6.22,101.1,4.5,22.24,315,94108,MARIANI,ASSAM,235,241,877,261,38,27
240,2/23/2019 19:55,68.65,1,48.87,1,27.67,1,29.07,1,29.24,6.82,101.1,3.74,22.86,315,94608,NEW DELHI,DELHI,234,236,779,262,38,21
241,2/23/2019 20:00,68.7,1,48.9,1,29.83,1,29.09,1,29.03,7.38,101.11,4.02,18.36,270,94104,MANGALURU,KARNATAKA,237,237,779,263,38,37
242,2/23/2019 20:05,68.75,1,48.92,1,32,1,29.1,1,28.83,7.93,101.12,4.29,13.87,225,94612,AHMEDABAD,Gujarat,235,238,877,264,38,29
243,2/23/2019 20:10,68.79,1,48.95,1,34.17,1,29.11,1,28.68,8.25,101.12,4.04,15.7,225,94025,KARANJA,MAHARASHTRA,236,236,877,265,37,17
244,2/23/2019 20:15,68.84,1,48.97,1,36.33,1,29.12,1,28.54,8.56,101.13,3.79,17.52,225,94107,KOLKATA,WEST BENGAL,232,237,877,266,38,17
245,2/23/2019 20:20,68.89,1,49,1,38.5,1,29.13,1,28.34,9.15,101.14,4.02,20.08,225,94403,COOCH BEHAR,WEST BENGAL,232,233,877,267,38,35
246,2/23/2019 20:25,68.94,1,48.97,0,40.67,1,29.14,1,28.14,9.74,101.15,4.25,22.64,225,94103,BENGALURU,KARNATAKA,232,232,844,268,38,34
247,2/23/2019 20:30,68.99,1,48.95,0,42.83,1,29.15,1,28.22,9.64,101.16,5.06,23.56,270,94104,PUNE,MAHARASHTRA,234,234,844,269,38,17
248,2/23/2019 20:35,69.03,1,48.92,0,45,1,29.16,1,28.3,9.54,101.17,5.86,24.49,315,94105,DEHRADUN,UTTARAKHAND,235,235,1202,270,38,39
249,2/23/2019 20:40,69.08,1,48.89,0,47.17,1,29.17,1,28.09,10.34,101.18,5.52,29.89,315,94108,GAYA,BIHAR,239,240,1137,271,38,56
250,2/23/2019 20:45,69.13,1,48.87,0,49.33,1,29.18,1,27.88,11.15,101.18,5.17,35.29,315,94103,BENGALURU,KARNATAKA,239,239,1234,272,38,35
251,2/23/2019 20:50,69.18,1,48.84,0,51.5,1,29.19,1,27.74,11.73,101.18,5.62,34.08,315,94105,BENGALURU,KARNATAKA,237,241,1234,273,38,17
252,2/23/2019 20:55,69.23,1,48.82,0,53.67,1,29.2,1,27.61,12.3,101.17,6.07,32.88,315,94583,JHARIA KHAS,JHARKHAND,236,237,1234,274,38,29
253,2/23/2019 21:00,69.27,1,48.79,0,55.83,1,29.21,1,27.38,13.09,101.18,5.22,26.04,270,94107,KOLKATA,WEST BENGAL,237,237,1234,275,38,15
254,2/23/2019 21:05,69.32,1,48.76,0,58,1,29.22,1,27.16,13.88,101.19,4.36,19.2,225,94612,Secunderabad,TELANGANA,237,237,1494,276,38,37
255,2/23/2019 21:10,69.37,1,48.74,0,57.89,0,29.23,1,26.84,14.36,101.2,3.78,19.69,225,94102,UDAIPUR,RAJASTHAN,236,237,1364,277,38,36
256,2/23/2019 21:15,69.42,1,48.71,0,57.78,0,29.24,1,26.52,14.83,101.2,3.2,20.17,225,94105,COIMBATORE,TAMIL NADU,232,237,1364,278,38,36
257,2/23/2019 21:20,69.47,1,48.68,0,57.67,0,29.25,1,26.29,14.93,101.21,3.08,21.2,225,4321,BHUBANESWAR,ODISHA,230,233,1234,279,38,18
258,2/23/2019 21:25,69.51,1,48.66,0,57.56,0,29.26,1,26.06,15.04,101.22,2.97,22.22,225,94107,BHAGALPUR,BIHAR,221,230,1234,280,38,61
259,2/23/2019 21:30,69.56,1,48.63,0,57.44,0,29.27,1,25.94,15.08,101.24,2.86,18.85,225,94104,BHAGALPUR,BIHAR,222,223,1234,281,38,45
260,2/23/2019 21:35,69.61,1,48.61,0,57.33,0,29.28,1,25.81,15.12,101.25,2.75,15.48,225,94103,NAGPUR,MAHARASHTRA,224,226,649,282,38,21
261,2/23/2019 21:40,69.66,1,48.58,0,57.22,0,29.29,1,25.73,15.58,101.25,3.06,15.64,225,94129,NAGPUR,MAHARASHTRA,224,226,779,283,38,65
262,2/23/2019 21:45,69.71,1,48.55,0,57.11,0,29.3,1,25.65,16.05,101.25,3.38,15.79,225,94577,NAGPUR,MAHARASHTRA,223,224,779,284,38,27
263,2/23/2019 21:50,69.75,1,48.53,0,57,0,29.32,1,25.59,16.13,101.25,3.66,15.84,225,94107,CHENNAI,TAMIL NADU,224,225,942,285,38,13
264,2/23/2019 21:55,69.8,1,48.5,0,56.89,0,29.33,1,25.53,16.22,101.25,3.94,15.89,225,94104,BERHAMPORE,WEST BENGAL,223,226,574,286,38,32
265,2/23/2019 22:00,69.85,1,48.47,0,56.78,0,29.34,1,25.51,15.56,101.25,3.83,18.03,225,94108,Dehradun,UTTARAKHAND,223,223,583,287,38,17
266,2/23/2019 22:05,69.9,1,48.45,0,56.67,0,29.35,1,25.49,14.89,101.25,3.72,20.17,225,94065,MUMBAI,MAHARASHTRA,228,229,994,288,38,44
267,2/23/2019 22:10,69.95,1,48.42,0,56.56,0,29.36,1,25.63,14.34,101.26,4.51,22.2,225,94105,MUMBAI,MAHARASHTRA,228,229,583,289,38,21
268,2/23/2019 22:15,69.99,1,48.39,0,56.44,0,29.37,1,25.77,13.78,101.26,5.31,24.24,225,95110,SEONI,MADHYA PRADESH,229,229,714,290,37,16
269,2/23/2019 22:20,70.04,1,48.37,0,56.33,0,29.38,1,25.8,13.56,101.26,5.07,30.58,225,94583,Agra,UTTAR PRADESH,229,230,844,291,38,41
270,2/23/2019 22:25,70.09,1,48.34,0,56.22,0,29.39,1,25.82,13.34,101.27,4.83,36.92,225,10016,LUCKNOW,UTTAR PRADESH,229,230,877,292,41,40
271,2/23/2019 22:30,70.14,1,48.32,0,56.11,0,29.4,1,25.74,13.36,101.27,4.85,33.84,225,94063,BENGALURU,KARNATAKA,232,232,779,293,38,16
272,2/23/2019 22:35,70.18,1,48.29,0,56,0,29.41,1,25.65,13.38,101.27,4.86,30.77,225,94104,PATNA,BIHAR,233,233,500,294,38,17
273,2/23/2019 22:40,70.23,1,48.26,0,55.89,0,29.42,1,25.64,13.32,101.28,5.1,33.84,225,94063,GHAZIABAD,UTTAR PRADESH,236,237,812,295,37,40
274,2/23/2019 22:45,70.28,1,48.24,0,55.78,0,29.43,1,25.62,13.25,101.28,5.34,36.92,225,94103,Nermand,HIMACHAL PRADESH,246,251,779,296,38,37
275,2/23/2019 22:50,70.33,1,48.21,0,55.67,0,29.44,1,25.38,14.4,101.28,5.22,33.46,225,94107,CHENNAI,TAMIL NADU,244,249,779,297,38,53
276,2/23/2019 22:55,70.38,1,48.18,0,55.56,0,29.45,1,25.15,15.54,101.28,5.1,30,225,94107,KAMAREDDY,TELANGANA,244,249,454,298,38,42
277,2/23/2019 23:00,70.42,1,48.16,0,55.44,0,29.46,1,25.04,16.4,101.28,5.35,28.89,225,94104,SRINAGAR,JAMMU & KASHMIR,241,245,619,299,38,31
278,2/23/2019 23:05,70.47,1,48.13,0,55.33,0,29.47,1,24.94,17.26,101.28,5.59,27.78,225,8765,BENGALURU,KARNATAKA,242,245,617,300,38,18
279,2/23/2019 23:10,70.52,1,48.11,0,55.22,0,29.48,1,24.83,18.12,101.28,5.84,26.67,225,94111,MUDDEBIHAL,KARNATAKA,244,244,487,301,38,51
280,2/23/2019 23:15,70.57,1,48.08,0,55.11,0,29.49,1,24.82,18.26,101.28,6.28,33.01,225,94941,SANTHAMAGULURU MANDAL,ANDHRA PRADESH,243,247,747,302,38,20
281,2/23/2019 23:20,70.62,1,48.05,0,55,0,29.5,1,24.82,18.41,101.28,6.72,39.34,225,94107,HYDERABAD,TELANGANA,241,244,1039,303,38,19
282,2/23/2019 23:25,70.66,1,48.03,0,54.89,0,29.51,1,24.84,18.22,101.28,6.8,41.49,225,94105,NEW DELHI,DELHI,240,240,649,304,38,22
283,2/23/2019 23:30,70.71,1,48,0,54.78,0,29.52,1,24.85,18.02,101.28,6.87,43.64,225,94102,LUCKNOW,UTTAR PRADESH,242,243,714,305,38,41
284,2/23/2019 23:35,70.76,1,48,0,54.67,0,29.54,1,24.91,17.3,101.28,6.96,41.18,225,94403,BENGALURU,KARNATAKA,243,244,1039,306,38,28
285,2/23/2019 23:40,70.81,1,48,0,54.56,0,29.55,1,24.97,16.58,101.28,7.06,38.71,225,94124,BENGALURU,KARNATAKA,247,251,422,307,38,0
286,2/23/2019 23:45,70.86,1,48,0,54.44,0,29.56,1,24.88,16.43,101.28,6.74,37.26,225,94108,Hyderabad,TELANGANA,249,249,422,308,38,42
287,2/23/2019 23:50,70.9,1,48,0,54.33,0,29.57,1,24.79,16.29,101.29,6.43,35.82,225,94107,BENGALURU,KARNATAKA,256,257,779,309,38,20
288,2/23/2019 23:55,70.95,1,48,0,54.22,0,29.58,1,24.66,16.19,101.28,6.44,34.12,225,9876,BENGALURU,KARNATAKA,256,263,779,310,37,25
289,2/24/2019 0:00,71,1,48,0,54.11,0,29.59,1,24.52,16.09,101.28,6.44,32.43,225,94107,KOLKATA 700034,WEST BENGAL,254,259,552,311,38,22
290,2/24/2019 0:05,70.97,0,48,0,54,0,29.6,1,24.45,15.62,101.28,6.27,34.39,225,94608,kolkata,WEST BENGAL,254,255,552,312,38,25
291,2/24/2019 0:10,70.94,0,48,0,53.92,0,29.61,1,24.38,15.14,101.28,6.1,36.36,225,94104,HYDERABAD,TELANGANA,254,256,552,313,38,45
292,2/24/2019 0:15,70.92,0,48,0,53.84,0,29.62,1,24.29,14.94,101.28,5.92,34.39,270,94304,SEONI,MADHYA PRADESH,259,261,552,314,37,19
293,2/24/2019 0:20,70.89,0,48,0,53.75,0,29.63,1,24.2,14.75,101.28,5.73,32.43,315,94105,BARUIPUR,WEST BENGAL,268,271,552,315,38,16
294,2/24/2019 0:25,70.86,0,48,0,53.67,0,29.64,1,24.11,14.77,101.28,5.24,30.01,315,95811,KENDRAPARA,ODISHA,265,270,584,316,39,18
295,2/24/2019 0:30,70.83,0,48,0,53.59,0,29.65,1,24.02,14.79,101.28,4.76,27.59,315,94107,KENDRAPARA,ODISHA,264,266,584,317,38,38
296,2/24/2019 0:35,70.81,0,48,0,53.51,0,29.66,1,23.82,15.1,101.28,4.57,26.56,315,95054,GURUGRAM,HARYANA,267,271,584,318,37,27
297,2/24/2019 0:40,70.78,0,48,0,53.42,0,29.67,1,23.62,15.41,101.28,4.38,25.53,315,94109,VIJAYAWADA,ANDHRA PRADESH,269,269,487,319,38,36
298,2/24/2019 0:45,70.75,0,48,0,53.34,0,29.68,1,23.51,15.27,101.28,3.98,23.68,315,94104,MUMBAI,MAHARASHTRA,284,285,487,320,38,21
299,2/24/2019 0:50,70.72,0,48,0,53.26,0,29.69,1,23.4,15.13,101.28,3.59,21.82,315,94105,NASHIK,MAHARASHTRA,293,293,519,321,38,1
300,2/24/2019 0:55,70.69,0,48,0,53.18,0,29.7,1,23.33,15.57,101.28,4.26,26.1,270,94103,THANE,MAHARASHTRA,281,311,519,322,38,25
301,2/24/2019 1:00,70.67,0,48,0,53.1,0,29.71,1,23.26,16,101.27,4.92,30.38,225,94107,HOSHIARPUR,PUNJAB,287,292,617,323,38,3
302,2/24/2019 1:05,70.64,0,48,0,53.01,0,29.72,1,23.1,18.12,101.26,5.02,28.67,225,94105,SEONI,MADHYA PRADESH,285,288,617,324,38,7
